Apartment_Name,Apartment_Location,Apartment_Rent,Apartment_Deposit,Apartment_Negotiable,Apartment_Image_URL,Apartment_Latitude,Apartment_Longitude,Amenity_Name,Amenity_Category,Amenity_Latitude,Amenity_Longitude,Amenity_Address
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Pitstop - YAN Autonations Pvt. Ltd.,Car dealership,18.619761,73.747502,"No 80/4 (Tathawade), Pune 411033, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Café Coffee Day,Café,18.540752,73.728207,"Symbiosis Knowledge Village (Lavale), Pune, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,SICE (Something I Can Eat),Indian restaurant,18.564323,73.777625,"Ground Floor, Baburao Niwas, Baner Road (Baner Road), Pune 411045, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Omkar Park,Housing development,18.614307,73.763853,"Wakad Road, Pimpri-Chinchwad 411033, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Skewers,Bbq joint,18.57129,73.694337,"Pimpri-Chinchwad 411057, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Nisarg,Chinese restaurant,18.614483,73.765321,"Dange, Pimpri-Chinchwad 411033, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Chatrapati Shivaji Maharaj Statue,Garden,18.614713,73.76531,"Aditya Birla Hospital Marg, Jai Hind Nagar, Therga, Pune 941735, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Maratha,Indian restaurant,18.555666,73.771326,941735
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Vithal Kamat Original Family Restaurant,Indian restaurant,18.625114,73.74387,"Pune 941735, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Vascon Xotech,Office building,18.615284,73.765861,"Hinjewadi (Dange Chowk Road, Next to Hotel Orritel), Pune 411045, Mahārāshtra"
1 BHK Apartment  In Madhu Villa for Rent  In Bhugaon,"Madhu VillaÂ  228, Mulshi Rd, Bhugaon, Bavdhan, Maharashtra 412115, India","₹ 8,000No Extra Maintenance","₹20,000",Rent (Non-Negotiable),Image URL not found,18.5826404,73.7362473,Life Republic,Office building,18.618302,73.709813,"Hinjewadi, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Natural Ice Cream,Ice cream parlor,18.591246,73.752247,"Near Hinjawadi Flyover (Hinjewadi), Pune, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Shaolin- The Chinese Cuisine,Chinese restaurant,18.588134,73.783476,"Shaolin -The Chinese Cuisine Thopate Heights, Vishal Nagar, Pimple Nilakh, Pune 411027"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Copa Cabana,Indian restaurant,18.588902,73.782465,"Aundh Wakad Road, Vishal Road, Pune 411027, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,MoMo Cafe,"Cafe, coffee, and tea house",18.591382,73.746869,"Courtyard Pune Hinjewadi, S No 19 And 20, P4 Rajiv Gandhi Infotech Park, Phase 1, Hinjewadi (Courtyard by Marriott Pune Hinjewadi), Pune 411057, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Incognito Restaurant Bar and Cafe,Bar,18.570174,73.774393,"Balewadi High Street, Panchshil Business Park, Laxman Nagar, Baner (Near Cummin's Offi), Pune 411045, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,The Urban Foundry,Beer bar,18.569264,73.774604,"1 Balewadi High Street, Pune 411045, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Little Italy,Italian restaurant,18.59145,73.743518,"Hinjewadi Road, Pune 841109, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Nawab Asia,Indian restaurant,18.569533,73.774545,"Balewadi High Street, 5/6/7/8, Ground Floor, Cummin Office Campus, Baner, Pune 411045, Maharashtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Terttulia Bistro,Bistro,18.56924,73.774544,"Balewadi High Street, 774747, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Mainland China,Cantonese restaurant,18.591249,73.74756,"Hinjewadi, Pune, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,McCafe by McDonald's,Fast food restaurant,18.570388,73.774489,"Balewadi (Next To Cummins Office), Pune 411045, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Hotel Rosewood,Indian restaurant,18.6166,73.767107,"Dange, 941735, Maharashtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Café Coffee Day,Coffee shop,18.593628,73.795348,"Pimple Saudagar, Pune 411027"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Food Street (Opp Symbiosis/I2IT),Food truck,18.592747,73.742224,"Behind Fire Station/I2It, Pune 941735, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Subway,Deli,18.592582,73.795367,"Pimple Saudagar, Pune 411027, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Mezza 9,Brewery,18.594282,73.734634,"Rgpv It Park, Phase 1, Pune 411057, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Omkar Park,Housing development,18.614307,73.763853,"Wakad Road, Pimpri-Chinchwad 411033, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Nisarg,Chinese restaurant,18.614483,73.765321,"Dange, Pimpri-Chinchwad 411033, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,D Mart,Shopping mall,18.617551,73.774186,"941735, Maharashtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Chatrapati Shivaji Maharaj Statue,Garden,18.614713,73.76531,"Aditya Birla Hospital Marg, Jai Hind Nagar, Therga, Pune 941735, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Vascon Xotech,Office building,18.615284,73.765861,"Hinjewadi (Dange Chowk Road, Next to Hotel Orritel), Pune 411045, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Idlicious,South indian restaurant,18.561657,73.783567,"Shop No. 14, Shroff House, Baner (baner road), Pune, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Pizza Hut,Pizzeria,18.593029,73.798544,"Pimple Saudagar, 941735"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Hotel Arihant,Snack place,18.626813,73.782451,
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Paramhans Dining Hall,Indian restaurant,18.564363,73.778461,"Opposite Regency Cosmos (Baner Mahlunge Road), Pune 411045, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,D Mart,Retail,18.566914,73.769739,"University Road, Baner, Baner Gaon (Near Balewadi Stadium), Pune 411045, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Mad Over Donuts,Donut shop,18.580149,73.737045,"Blue Ridge 3, Hinjewadi, Pimpri-Chinchwad 411057, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Yaara Di Haaveli,Indian restaurant,18.56094,73.768259,"Besides Viiraaj Skoda Showroom, Mumbai Bangalore Express Highway, Baner, Pune 411045, Maharashtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Naturals Icecream,Ice cream parlor,18.595022,73.803839,"Pimple Saudagar, Pune, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Kimling Rush,Chinese restaurant,18.592722,73.801299,"Kimling Rush, Pune 411027, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Khasbaug Misal,Breakfast spot,18.560884,73.787501,"Baner Road, Pune, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Nevale Misal,Fast food restaurant,18.628133,73.780912,"Gandhi Peth, Chinchwad, 941735"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Universal Martial Arts,Martial arts dojo,18.593889,73.795122,"Pimpri-Chinchwad 411027, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Malaka Spice,Malay restaurant,18.559587,73.790562,"Baner, Pune 411045, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Bay Leaf Bistro,Indian restaurant,18.624605,73.784095,"Chinchwad, Pimpri-Chinchwad 941735, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Domino's Pizza,Pizzeria,18.619251,73.747209,"Nigdi, Pune 941735, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Discover a World of Flavors at Merwans Salunke Vihar,Bakery,18.568008,73.767322,"Amar Sadanand Tach Park (Opp Westside, Baner Road), Pune 411045, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,McDonald's,Burger joint,18.623776,73.786418,"Premier Plaza Mall, Mumbai Pune Road, Chinchwad East, Chinchwad, Pune 411033, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Kimling,Chinese restaurant,18.565896,73.80375,"161/162, Nagras Road, Aundh (Nagras Road), Pune 411007, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Aditya Birla Memorial Hospital,Hospital,18.625623,73.774911,"Aditya Birla Hospital Marg, Thergaon, Chinchwad (Opp. Noorya Hometel), Pune 411033, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Burger King,Fast food restaurant,18.616241,73.74641,"Punawale (mum Pune highway), 411033, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Hanuman Temple,Temple,18.599076,73.801529,941735
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Monginis,Bakery,18.615039,73.765979,"Dange Chowk, Pimpri-Chinchwad 411033, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Mahadev Patiswala,Breakfast spot,18.620064,73.803529,Pimpri
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Sholay,Restaurant,18.595584,73.802899,"Ground Floor, Sai Orchard, Pimple Saudagar, Pune 411027, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Bird Valley Garden,Indian restaurant,18.590498,73.804238,"Bird Valley Restaurant, Plot No 52/1/6, Raksak Chowk Road, Pimple Saudagar (Pimple Saudagar), Pune 411027, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Pitstop - YAN Autonations Pvt. Ltd.,Car dealership,18.619761,73.747502,"No 80/4 (Tathawade), Pune 411033, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,ELFA India - Best Acting Academy in,Office building,18.58156,73.802516,"502, Royal Avenue, Shivar Chowk C/O Inifd Pimpri Pune, Pimple Saudagar (Pimpri Saudagar), Pune 411017, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Wrappy Trappy - All Day Bistro,American restaurant,18.616798,73.801796,"Shop No. 2, Ishwarlal Palace, Pune 411017, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Vithal Kamat Original Family Restaurant,Indian restaurant,18.625114,73.74387,"Pune 941735, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Natural Ice Cream,Ice cream parlor,18.591246,73.752247,"Near Hinjawadi Flyover (Hinjewadi), Pune, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Shaolin- The Chinese Cuisine,Chinese restaurant,18.588134,73.783476,"Shaolin -The Chinese Cuisine Thopate Heights, Vishal Nagar, Pimple Nilakh, Pune 411027"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Copa Cabana,Indian restaurant,18.588902,73.782465,"Aundh Wakad Road, Vishal Road, Pune 411027, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,MoMo Cafe,"Cafe, coffee, and tea house",18.591382,73.746869,"Courtyard Pune Hinjewadi, S No 19 And 20, P4 Rajiv Gandhi Infotech Park, Phase 1, Hinjewadi (Courtyard by Marriott Pune Hinjewadi), Pune 411057, Mahārāshtra"
"3 BHK Flat  In Harsh Vihar, Aundh for Rent  In Harsh Vihar, Nagras Road, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra, India","wireless colony, new dp road","₹ 30,000 +₹ 2,000Maintenance","₹1,00,000",Rent (Negotiable),Image URL not found,18.594686,73.769122,Incognito Restaurant Bar and Cafe,Bar,18.570174,73.774393,"Balewadi High Street, Panchshil Business Park, Laxman Nagar, Baner (Near Cummin's Offi), Pune 411045, Mahārāshtra"
